trial_id,subject_id,session,trial_in_session,coherence,response,correct,rt_s
1065,S01,6,166,-0.3,0,1.0,0.8882233217185761
1066,S01,6,167,0.5,1,1.0,0.5972581065169533
1067,S01,6,168,-0.05,0,1.0,0.5511943915235548
1068,S01,6,169,0.3,1,1.0,0.340495730875307
1069,S01,6,170,0.05,1,1.0,0.3555973471346374
1070,S01,6,171,0.5,1,1.0,0.43777593659922787
1071,S01,6,172,0.05,1,1.0,0.7445538336928367
1072,S01,6,173,0.15,1,1.0,0.8108624271102847
1073,S01,6,174,-0.05,1,0.0,0.9171016882614412
1074,S01,6,175,-0.3,0,1.0,0.6301678156197348
1075,S01,6,176,-0.05,1,0.0,0.6932943473627448
1076,S01,6,177,-0.15,1,0.0,0.575219005607985
1077,S01,6,178,-0.5,0,1.0,0.5725924424419643
1078,S01,6,179,0.5,1,1.0,0.422602842490108
1079,S01,6,180,0.3,0,0.0,0.412445378770826
1080,S01,7,1,-0.3,0,1.0,0.40280286538287974
1081,S01,7,2,0.3,1,1.0,0.6352997263900739
1082,S01,7,3,-0.05,0,1.0,0.6246518921713262
1083,S01,7,4,-0.05,0,1.0,0.5625016227939219
1084,S01,7,5,-0.05,1,0.0,0.4479114136657057
1085,S01,7,6,0.3,0,0.0,0.6127668920870547
1086,S01,7,7,0.05,0,0.0,0.7689529599417326
1087,S01,7,8,-0.15,0,1.0,0.6854016129896744
1088,S01,7,9,0.5,1,1.0,0.5703587023573707
1089,S01,7,10,-0.5,0,1.0,0.4844958488368736
1090,S01,7,11,0.5,1,1.0,0.48774692069475634
1091,S01,7,12,0.15,1,1.0,0.5998507963782006
1092,S01,7,13,0.05,1,1.0,0.5708234921070352
1093,S01,7,14,0.05,1,1.0,0.5901196464058076
1094,S01,7,15,-0.3,0,1.0,0.6571768966575011
1095,S01,7,16,-0.5,0,1.0,0.7414093666087357
1096,S01,7,17,0.0,0,,0.5178481409231752
1097,S01,7,18,0.15,1,1.0,0.6071603474593036
1098,S01,7,19,0.0,1,,0.489085582476005
1099,S01,7,20,-0.15,0,1.0,0.5430195440564385
1100,S01,7,21,0.3,1,1.0,0.5196398223252882
1101,S01,7,22,0.5,1,1.0,0.526232391250558
1102,S01,7,23,-0.5,0,1.0,0.5220161698703233
1103,S01,7,24,0.05,0,0.0,0.6559381055604107
1104,S01,7,25,-0.5,0,1.0,0.562182977750166
1105,S01,7,26,0.05,0,0.0,0.5170913213113322
1106,S01,7,27,-0.15,0,1.0,0.6573253495915776
1107,S01,7,28,0.5,1,1.0,0.6175449942729677
1108,S01,7,29,0.5,1,1.0,0.3914848741384353
1109,S01,7,30,-0.5,0,1.0,0.3070028646706081
1110,S01,7,31,-0.15,0,1.0,0.8316878708211523
1111,S01,7,32,-0.3,0,1.0,0.4161692986368633
1112,S01,7,33,0.5,1,1.0,0.42995510285868416
1113,S01,7,34,0.15,0,0.0,0.7628185720411822
1114,S01,7,35,0.0,1,,0.522051746109751
1115,S01,7,36,0.15,1,1.0,0.8135795220369574
1116,S01,7,37,0.05,1,1.0,0.543860045452793
1117,S01,7,38,0.3,1,1.0,0.45577402895907954
1118,S01,7,39,0.5,1,1.0,0.3623100673923911
1119,S01,7,40,0.0,1,,0.5597290700014557
1120,S01,7,41,0.05,0,0.0,0.77315460120466
1121,S01,7,42,0.15,1,1.0,0.5358113601812778
1122,S01,7,43,0.3,1,1.0,0.7622674019057507
1123,S01,7,44,0.3,1,1.0,0.5748224997200204
1124,S01,7,45,0.5,1,1.0,0.5163887284903083
1125,S01,7,46,0.05,1,1.0,0.52179589160698
1126,S01,7,47,0.3,1,1.0,0.7978272177942728
1127,S01,7,48,0.3,1,1.0,0.7061482604955053
1128,S01,7,49,0.0,0,,0.8295943621891951
1129,S01,7,50,0.05,1,1.0,0.6276637274412036
1130,S01,7,51,-0.15,0,1.0,0.4371869918043817
1131,S01,7,52,0.3,1,1.0,0.5979461526591289
1132,S01,7,53,0.0,1,,0.7838206925016338
1133,S01,7,54,-0.05,0,1.0,0.7656781352434281
1134,S01,7,55,-0.5,0,1.0,0.5586738569589691
1135,S01,7,56,0.0,1,,0.7460455312420926
1136,S01,7,57,-0.5,0,1.0,0.4125863314415848
1137,S01,7,58,0.5,1,1.0,0.41794404895222986
1138,S01,7,59,0.15,1,1.0,0.4526090434044817
1139,S01,7,60,-0.15,0,1.0,0.8358095552084008
1140,S01,7,61,-0.5,0,1.0,0.8645171462319611
1141,S01,7,62,0.3,1,1.0,1.3267006894067404
1142,S01,7,63,-0.15,0,1.0,0.6661154953378408
1143,S01,7,64,0.05,1,1.0,0.7271700690807943
1144,S01,7,65,-0.3,0,1.0,0.5498581788157691
1145,S01,7,66,-0.3,0,1.0,0.6069939221211551
1146,S01,7,67,-0.5,0,1.0,0.38584545653225577
1147,S01,7,68,-0.3,0,1.0,0.5467706111950928
1148,S01,7,69,-0.15,0,1.0,0.49899501172349825
1149,S01,7,70,-0.15,0,1.0,0.576073526882488
1150,S01,7,71,0.05,1,1.0,0.5388338230506167
1151,S01,7,72,0.05,1,1.0,0.7635480031688867
1152,S01,7,73,-0.15,0,1.0,0.7495409915695468
1153,S01,7,74,-0.3,0,1.0,0.6244556451805066
1154,S01,7,75,0.5,1,1.0,0.41840766686774344
1155,S01,7,76,0.0,0,,0.4822777021642202
1156,S01,7,77,0.5,1,1.0,0.6035129801071101
1157,S01,7,78,-0.5,0,1.0,0.5031880366532983
1158,S01,7,79,-0.15,0,1.0,0.37873922218334216
1159,S01,7,80,-0.05,0,1.0,0.6884913664721968
1160,S01,7,81,0.15,1,1.0,0.6898094894147682
1161,S01,7,82,0.05,0,0.0,0.4307199405363951
1162,S01,7,83,-0.05,0,1.0,0.76745977282156
1163,S01,7,84,-0.15,0,1.0,0.42283629545985607
1164,S01,7,85,-0.3,0,1.0,0.4636133865519333
1165,S01,7,86,0.05,1,1.0,0.4474366634154144
1166,S01,7,87,0.0,0,,0.5344055940121661
1167,S01,7,88,0.15,1,1.0,0.44560928180784565
1168,S01,7,89,-0.3,0,1.0,0.7635295038844337
1169,S01,7,90,-0.15,0,1.0,0.5853465828282036
1170,S01,7,91,-0.05,1,0.0,0.582770862154287
1171,S01,7,92,-0.05,1,0.0,0.9074949978159871
1172,S01,7,93,0.15,1,1.0,0.8449416236176335
1173,S01,7,94,0.3,1,1.0,0.5157181913600491
1174,S01,7,95,-0.05,0,1.0,0.7166840514140237
1175,S01,7,96,-0.5,0,1.0,0.4268443903835164
1176,S01,7,97,-0.3,0,1.0,0.5579852833131416
1177,S01,7,98,0.3,1,1.0,0.4260287379146739
1178,S01,7,99,-0.5,0,1.0,0.567095845025602
1179,S01,7,100,0.3,1,1.0,0.796216050678238
1180,S01,7,101,-0.15,0,1.0,0.8209994544115319
1181,S01,7,102,-0.15,1,0.0,0.635182856407448
1182,S01,7,103,-0.3,0,1.0,0.3387299736280334
1183,S01,7,104,0.15,1,1.0,0.5254499101275647
1184,S01,7,105,0.3,1,1.0,0.5577929894058232
1185,S01,7,106,0.0,1,,0.4676997893046825
1186,S01,7,107,-0.05,0,1.0,0.43621581655352554
1187,S01,7,108,0.15,1,1.0,0.9465016602204859
1188,S01,7,109,-0.3,0,1.0,0.7242163043926441
1189,S01,7,110,0.5,1,1.0,0.5798552624152774
1190,S01,7,111,-0.3,0,1.0,0.6986262264358443
1191,S01,7,112,-0.5,0,1.0,0.3605065344826569
1192,S01,7,113,-0.5,0,1.0,0.39197662189249255
1193,S01,7,114,0.15,1,1.0,0.6666851302038386
1194,S01,7,115,0.0,0,,0.7392357204619869
1195,S01,7,116,-0.05,1,0.0,0.4489656361501888
1196,S01,7,117,0.5,1,1.0,0.5242611582576883
1197,S01,7,118,-0.15,1,0.0,0.6124600475884505
1198,S01,7,119,0.3,1,1.0,0.7440239974969886
1199,S01,7,120,0.5,1,1.0,0.5476942756714231
1200,S01,7,121,-0.15,0,1.0,0.9828076380126154
1201,S01,7,122,0.0,0,,0.6120344928861385
1202,S01,7,123,-0.05,1,0.0,0.48255657823013864
1203,S01,7,124,0.15,1,1.0,0.973934319049414
1204,S01,7,125,0.15,0,0.0,0.6927359643502293
1205,S01,7,126,-0.3,0,1.0,0.5615252838012137
1206,S01,7,127,0.15,1,1.0,0.49315799765696433
1207,S01,7,128,0.15,1,1.0,0.5660377106548061
1208,S01,7,129,0.5,1,1.0,0.44779801310454304
1209,S01,7,130,-0.5,0,1.0,0.36249115313746416
1210,S01,7,131,0.15,1,1.0,0.3435122427808267
1211,S01,7,132,-0.05,0,1.0,0.5858053752755137
1212,S01,7,133,-0.05,0,1.0,0.8125019225435067
1213,S01,7,134,-0.15,0,1.0,0.8936129759475412
1214,S01,7,135,-0.15,0,1.0,0.8226714234422083
1215,S01,7,136,0.5,1,1.0,0.6721412184721538
1216,S01,7,137,0.5,1,1.0,0.3731479853833228
1217,S01,7,138,0.0,1,,0.7269991754276469
1218,S01,7,139,-0.15,0,1.0,0.724234992584656
1219,S01,7,140,-0.5,0,1.0,0.5920911202502149
1220,S01,7,141,0.3,1,1.0,0.5580778802673133
1221,S01,7,142,-0.05,0,1.0,0.6835779184649493
1222,S01,7,143,0.0,1,,1.1981964366950053
1223,S01,7,144,0.05,0,0.0,0.8610791360717157
1224,S01,7,145,-0.3,0,1.0,0.6559111592675051
1225,S01,7,146,-0.5,0,1.0,0.6061215193159581
1226,S01,7,147,-0.05,1,0.0,0.5786031101744222
1227,S01,7,148,0.0,1,,0.8064169259517915
1228,S01,7,149,-0.05,0,1.0,0.6810336960685713
1229,S01,7,150,-0.3,0,1.0,0.7228770737078368
1230,S01,7,151,0.3,1,1.0,0.4705764117251788
1231,S01,7,152,0.05,0,0.0,0.8137057032609066
1232,S01,7,153,0.0,0,,0.6162088018279317
1233,S01,7,154,-0.3,0,1.0,0.7060099275824644
1234,S01,7,155,0.5,1,1.0,0.5388568506412098
1235,S01,7,156,0.0,1,,0.684868793558146
1236,S01,7,157,-0.05,1,0.0,0.6089615908919109
1237,S01,7,158,0.0,0,,0.6661792530124293
1238,S01,7,159,0.3,1,1.0,0.5078883523331341
1239,S01,7,160,-0.05,0,1.0,0.6055430315940502
1240,S01,7,161,0.15,1,1.0,0.7109815764220813
1241,S01,7,162,0.05,1,1.0,0.41532336357729605
1242,S01,7,163,0.15,1,1.0,0.768131518841224
1243,S01,7,164,-0.3,0,1.0,0.7066622897851805
1244,S01,7,165,0.5,1,1.0,0.4663299566527391
1245,S01,7,166,0.15,1,1.0,0.651797835879076
1246,S01,7,167,-0.5,0,1.0,0.3849766053325234
1247,S01,7,168,-0.3,0,1.0,0.6385802614272547
1248,S01,7,169,0.0,1,,0.5368227074905777
1249,S01,7,170,0.3,1,1.0,0.2662639281381845
1250,S01,7,171,-0.5,0,1.0,0.7081912886140862
1251,S01,7,172,-0.3,0,1.0,0.42669664011392905
1252,S01,7,173,0.05,1,1.0,0.6449962514650732
1253,S01,7,174,0.3,1,1.0,0.6029891539421705
1254,S01,7,175,0.05,1,1.0,0.7506219538262606
1255,S01,7,176,-0.05,0,1.0,0.660707385228486
1256,S01,7,177,-0.5,0,1.0,0.5417609214921566
1257,S01,7,178,0.05,0,0.0,0.6100026229422837
1258,S01,7,179,0.5,1,1.0,0.3290922288435054
1259,S01,7,180,0.0,1,,0.6711217764305337
1260,S01,8,1,-0.05,0,1.0,0.615655048506562
1261,S01,8,2,0.3,1,1.0,0.6527175072030758
1262,S01,8,3,0.15,1,1.0,0.7068918976854057
1263,S01,8,4,0.3,1,1.0,0.4701837631257306
1264,S01,8,5,0.15,0,0.0,0.6770677128305627
1265,S01,8,6,0.05,1,1.0,0.7339497722630822
1266,S01,8,7,-0.15,0,1.0,0.614864246618616
1267,S01,8,8,0.15,1,1.0,0.4998042682057918
1268,S01,8,9,0.05,1,1.0,0.5934757866586932
1269,S01,8,10,0.0,0,,0.5140723001667536
1270,S01,8,11,0.05,1,1.0,0.7213713391883223
1271,S01,8,12,0.15,1,1.0,0.3980510647072824
1272,S01,8,13,0.0,1,,1.0299069716985874
1273,S01,8,14,0.0,1,,0.9591537680155401
1274,S01,8,15,-0.5,0,1.0,0.5593462724383308
1275,S01,8,16,-0.3,1,0.0,0.7283668029737614
1276,S01,8,17,0.3,1,1.0,0.7133443338162253
1277,S01,8,18,-0.15,0,1.0,0.6438419925900004
1278,S01,8,19,0.15,1,1.0,0.5868388184949582
1279,S01,8,20,0.5,1,1.0,0.45496815246770694
1280,S01,8,21,0.5,1,1.0,0.7684334409320807
1281,S01,8,22,0.3,0,0.0,0.45271202857993736
1282,S01,8,23,-0.15,0,1.0,0.49766613784090113
1283,S01,8,24,-0.3,0,1.0,0.7482708392879622
1284,S01,8,25,-0.3,0,1.0,0.7261945900311072
1285,S01,8,26,0.3,1,1.0,0.527983643281546
1286,S01,8,27,0.05,1,1.0,0.7621681323858499
1287,S01,8,28,0.0,0,,0.8132631212542512
1288,S01,8,29,-0.3,0,1.0,0.39409934077037445
1289,S01,8,30,-0.3,0,1.0,0.8247303445475435
1290,S01,8,31,0.05,0,0.0,0.7917843570556305
1291,S01,8,32,0.15,1,1.0,0.7029244782736267
1292,S01,8,33,0.05,1,1.0,0.7936398314055624
1293,S01,8,34,0.15,1,1.0,0.6783023874938577
1294,S01,8,35,0.05,1,1.0,0.6395911159594176
1295,S01,8,36,-0.3,0,1.0,0.32926944859871354
1296,S01,8,37,0.05,0,0.0,0.6823387984321057
1297,S01,8,38,-0.05,1,0.0,0.44537618118822586
1298,S01,8,39,-0.05,0,1.0,1.1513657629590335
1299,S01,8,40,-0.15,0,1.0,0.6022142242229174
1300,S01,8,41,-0.5,0,1.0,0.8659896611779208
1301,S01,8,42,-0.5,0,1.0,0.5189027802504271
1302,S01,8,43,-0.5,0,1.0,0.42058949264882245
1303,S01,8,44,0.0,1,,0.97004458733703
1304,S01,8,45,0.3,1,1.0,0.6350972609098384
1305,S01,8,46,0.15,1,1.0,1.2313253741979104
1306,S01,8,47,0.5,1,1.0,0.41775726034187144
1307,S01,8,48,0.05,1,1.0,0.9575109428501805
1308,S01,8,49,0.5,1,1.0,0.9646874405702127
1309,S01,8,50,-0.05,1,0.0,0.9743000699820029
1310,S01,8,51,-0.15,0,1.0,0.7678447668964814
1311,S01,8,52,0.15,1,1.0,0.9242128811148591
1312,S01,8,53,0.5,1,1.0,0.48489083990230186
1313,S01,8,54,-0.5,0,1.0,0.39563019292410817
1314,S01,8,55,0.05,1,1.0,0.5688785793802741
1315,S01,8,56,-0.3,0,1.0,0.5814247287780068
1316,S01,8,57,-0.3,0,1.0,0.7130779433011262
1317,S01,8,58,-0.15,0,1.0,0.5034594454555035
1318,S01,8,59,0.0,0,,0.617537747519396
1319,S01,8,60,-0.5,0,1.0,0.41120709790724636
1320,S01,8,61,-0.3,0,1.0,0.752107541878367
1321,S01,8,62,0.3,1,1.0,0.9868211917963255
1322,S01,8,63,0.5,1,1.0,0.3782353994581062
1323,S01,8,64,0.3,1,1.0,0.6684237972650745
1324,S01,8,65,0.5,1,1.0,0.6841565687170393
1325,S01,8,66,0.15,1,1.0,0.5912557110617677
1326,S01,8,67,-0.3,0,1.0,0.3902897153138942
1327,S01,8,68,0.15,1,1.0,0.8907517541521613
1328,S01,8,69,-0.05,1,0.0,0.4443152523817609
1329,S01,8,70,-0.15,0,1.0,0.9765410838883033
1330,S01,8,71,-0.3,0,1.0,0.46732432180007594
1331,S01,8,72,0.0,1,,0.4398551015015978
1332,S01,8,73,0.15,1,1.0,0.5488497381541807
1333,S01,8,74,-0.05,1,0.0,0.6571379659077887
1334,S01,8,75,0.05,0,0.0,0.6959695921199586
1335,S01,8,76,0.15,1,1.0,0.7493645483145107
1336,S01,8,77,0.5,1,1.0,0.5403625248316917
1337,S01,8,78,0.3,1,1.0,0.9577818778171528
1338,S01,8,79,-0.05,1,0.0,0.6484842067949773
1339,S01,8,80,0.15,0,0.0,0.6857841557916368
1340,S01,8,81,0.5,1,1.0,0.5353643636007739
1341,S01,8,82,-0.5,0,1.0,0.31477934399053337
1342,S01,8,83,-0.15,0,1.0,0.45021319278899324
1343,S01,8,84,-0.05,0,1.0,0.673007208079535
1344,S01,8,85,-0.05,0,1.0,0.7506255773210404
1345,S01,8,86,0.0,0,,0.38720977609103086
1346,S01,8,87,0.0,0,,1.1559496945080356
1347,S01,8,88,0.5,1,1.0,0.5816413913145787
1348,S01,8,89,0.5,1,1.0,0.5012610232867936
1349,S01,8,90,-0.15,0,1.0,0.7170252447742433
1350,S01,8,91,-0.15,0,1.0,0.5404263629059882
1351,S01,8,92,0.0,1,,0.7169945965752358
1352,S01,8,93,-0.05,1,0.0,0.7300596199405434
1353,S01,8,94,-0.5,0,1.0,0.7154174491815728
1354,S01,8,95,0.3,1,1.0,0.5469340946639385
1355,S01,8,96,-0.05,1,0.0,0.44728291743566434
1356,S01,8,97,-0.3,0,1.0,0.4490645543521332
1357,S01,8,98,0.3,1,1.0,0.5348125011154726
1358,S01,8,99,-0.15,1,0.0,0.4345818393492761
1359,S01,8,100,-0.3,0,1.0,0.4364483785764213
1360,S01,8,101,-0.5,0,1.0,0.39389529122174455
1361,S01,8,102,0.5,1,1.0,0.45935503584604237
1362,S01,8,103,0.05,1,1.0,0.7655360913540504
1363,S01,8,104,0.5,1,1.0,0.4534602199336606
1364,S01,8,105,-0.05,1,0.0,0.7809623227521982
1365,S01,8,106,0.05,1,1.0,0.6624874983974579
1366,S01,8,107,0.15,1,1.0,0.4814913534220769
1367,S01,8,108,-0.5,0,1.0,0.5552410703839507
1368,S01,8,109,-0.15,0,1.0,0.6628301300266339
1369,S01,8,110,0.5,1,1.0,0.5957457204036475
1370,S01,8,111,-0.05,1,0.0,0.8359554746000148
1371,S01,8,112,0.3,1,1.0,0.8260508371636058
1372,S01,8,113,0.3,1,1.0,0.6687188297296885
1373,S01,8,114,-0.3,0,1.0,0.6003184302692816
1374,S01,8,115,-0.5,0,1.0,0.5965701502443375
1375,S01,8,116,0.0,1,,0.5989325025287803
1376,S01,8,117,0.3,1,1.0,0.4944078972600274
1377,S01,8,118,0.0,0,,1.0250917328067752
1378,S01,8,119,0.05,1,1.0,0.5671869559138955
1379,S01,8,120,-0.5,0,1.0,0.3965044721613763
1380,S01,8,121,-0.3,0,1.0,0.6686118311480704
1381,S01,8,122,-0.5,0,1.0,0.4423708426194868
1382,S01,8,123,-0.5,0,1.0,0.6306925548507913
1383,S01,8,124,-0.05,0,1.0,0.9319215624850293
1384,S01,8,125,-0.05,0,1.0,0.5426817852056898
1385,S01,8,126,-0.15,0,1.0,0.7575253624752951
1386,S01,8,127,-0.5,0,1.0,0.4265525989095482
1387,S01,8,128,0.05,1,1.0,0.6219641750026441
1388,S01,8,129,0.5,1,1.0,0.5478422889392722
1389,S01,8,130,0.5,1,1.0,0.4328817498870968
1390,S01,8,131,-0.3,0,1.0,0.6098127072195171
1391,S01,8,132,0.3,1,1.0,0.5500920154735343
1392,S01,8,133,-0.15,0,1.0,0.7937712334656742
1393,S01,8,134,0.15,1,1.0,0.7944041551147352
1394,S01,8,135,0.5,1,1.0,0.43344669275741965
1395,S01,8,136,-0.3,0,1.0,0.6301763801485405
1396,S01,8,137,-0.5,0,1.0,0.6652419176871246
1397,S01,8,138,0.05,0,0.0,0.5025176750620759
1398,S01,8,139,-0.3,0,1.0,0.5491499826151782
1399,S01,8,140,0.5,1,1.0,0.5444896254445685
1400,S01,8,141,-0.3,0,1.0,0.42993176881858824
1401,S01,8,142,-0.05,0,1.0,1.0796558750721126
1402,S01,8,143,0.0,1,,0.6065953312519221
1403,S01,8,144,-0.05,0,1.0,1.0665400072733706
1404,S01,8,145,0.3,1,1.0,0.490179096313871
1405,S01,8,146,0.0,1,,0.5989334956675673
1406,S01,8,147,0.3,1,1.0,0.3704425319371504
1407,S01,8,148,0.15,0,0.0,0.7288745277565964
1408,S01,8,149,-0.15,1,0.0,0.4559385615111651
1409,S01,8,150,-0.3,0,1.0,0.5524289589017001
1410,S01,8,151,0.0,0,,0.5393914903286194
1411,S01,8,152,-0.5,0,1.0,0.5333246241815529
1412,S01,8,153,-0.15,1,0.0,0.2937821346502768
1413,S01,8,154,-0.15,0,1.0,0.6406136040633444
1414,S01,8,155,0.5,1,1.0,0.5488163953564824
1415,S01,8,156,0.3,1,1.0,0.5143661427373278
1416,S01,8,157,0.15,1,1.0,0.5720000669644565
1417,S01,8,158,-0.15,0,1.0,0.5441372718470411
1418,S01,8,159,0.5,1,1.0,0.48165723024436446
1419,S01,8,160,0.0,1,,1.0296660336591215
1420,S01,8,161,0.3,1,1.0,0.7327204250098627
1421,S01,8,162,-0.5,0,1.0,0.4815294578880684
1422,S01,8,163,0.05,1,1.0,0.590693034316722
1423,S01,8,164,-0.05,0,1.0,0.8227222600553504
1424,S01,8,165,0.05,0,0.0,0.6918108836420626
1425,S01,8,166,-0.15,0,1.0,0.46730507219753
1426,S01,8,167,0.05,1,1.0,0.6162423472870218
1427,S01,8,168,0.15,1,1.0,0.9146919042814595
1428,S01,8,169,0.3,1,1.0,0.6586430476577745
1429,S01,8,170,-0.5,0,1.0,0.4483571558213323
1430,S01,8,171,-0.15,0,1.0,0.41601147245292835
1431,S01,8,172,0.0,0,,0.7226903103917475
1432,S01,8,173,0.05,1,1.0,0.6634883189161584
1433,S01,8,174,0.0,0,,0.64792542699781
1434,S01,8,175,0.0,0,,0.8478248544634536
1435,S01,8,176,-0.05,0,1.0,0.764285441719268
1436,S01,8,177,-0.05,0,1.0,0.4433526064028972
1437,S01,8,178,-0.5,0,1.0,0.5029274906672415
1438,S01,8,179,0.0,0,,0.4821845515326265
1439,S01,8,180,0.15,0,0.0,0.5465310031046114
1440,S02,1,1,0.3,0,0.0,0.7348815807746996
1441,S02,1,2,0.05,0,0.0,0.7901047093184126
1442,S02,1,3,-0.3,0,1.0,0.7844863932891597
1443,S02,1,4,-0.5,0,1.0,0.7137890240880732
1444,S02,1,5,0.5,1,1.0,0.8128183511461146
1445,S02,1,6,-0.15,1,0.0,0.7089228788907622
1446,S02,1,7,0.0,1,,1.4388953490293828
1447,S02,1,8,0.05,0,0.0,2.10916691586696
1448,S02,1,9,0.3,0,0.0,0.8799541219133836
1449,S02,1,10,-0.15,0,1.0,1.188737787821423
1450,S02,1,11,-0.05,1,0.0,1.5288717345254272
1451,S02,1,12,0.0,0,,1.1879722392846166
1452,S02,1,13,0.05,0,0.0,1.8066828928158214
1453,S02,1,14,0.15,0,0.0,0.9980727940424508
1454,S02,1,15,-0.3,0,1.0,1.2899944901387523
1455,S02,1,16,0.05,0,0.0,1.0791778244831178
1456,S02,1,17,0.5,0,0.0,0.9753220944635002
1457,S02,1,18,0.3,1,1.0,0.6075185556320455
1458,S02,1,19,0.15,1,1.0,0.7730291761557921
1459,S02,1,20,-0.3,1,0.0,1.1674081265288418
1460,S02,1,21,0.15,0,0.0,1.0951610470177953
1461,S02,1,22,0.3,0,0.0,0.8401962037559552
1462,S02,1,23,0.15,1,1.0,1.2342565232127074
1463,S02,1,24,-0.5,1,0.0,0.9184822709316789
1464,S02,1,25,-0.5,1,0.0,0.8703927160700126
1465,S02,1,26,-0.05,0,1.0,1.0227701978343675
1466,S02,1,27,-0.15,0,1.0,0.9867214794741188
1467,S02,1,28,-0.05,0,1.0,0.698800143000315
1468,S02,1,29,0.0,0,,1.0518069697860677
1469,S02,1,30,0.15,1,1.0,0.871208686568056
1470,S02,1,31,0.0,1,,1.1203203110506428
1471,S02,1,32,-0.5,0,1.0,0.8493406697074843
1472,S02,1,33,-0.15,0,1.0,0.8776590867986467
1473,S02,1,34,0.5,1,1.0,0.9794027779477581
1474,S02,1,35,-0.3,0,1.0,0.859123994839232
1475,S02,1,36,-0.5,0,1.0,1.083836158294259
1476,S02,1,37,0.05,0,0.0,1.0461516336642078
1477,S02,1,38,0.3,0,0.0,1.3276699664016012
1478,S02,1,39,-0.3,0,1.0,0.7991956366960605
1479,S02,1,40,0.3,1,1.0,1.0930333591336592
1480,S02,1,41,0.05,0,0.0,1.0536020045020773
1481,S02,1,42,0.3,0,0.0,0.4964804299309518
1482,S02,1,43,-0.3,0,1.0,0.9205144987359973
1483,S02,1,44,0.0,0,,1.6821697234166475
1484,S02,1,45,-0.15,1,0.0,0.8062158845463779
1485,S02,1,46,0.0,0,,0.9522146279742522
1486,S02,1,47,0.3,0,0.0,0.8281008516176952
1487,S02,1,48,-0.05,1,0.0,1.394908469273772
1488,S02,1,49,-0.5,0,1.0,0.7829273991467339
1489,S02,1,50,0.3,0,0.0,0.959297018082295
1490,S02,1,51,-0.05,1,0.0,0.643887627057789
1491,S02,1,52,0.15,0,0.0,1.2948257511541519
1492,S02,1,53,-0.15,0,1.0,1.0517612603286355
1493,S02,1,54,0.0,1,,0.770913284907726
1494,S02,1,55,-0.15,0,1.0,0.6081086150099804
1495,S02,1,56,0.5,1,1.0,1.1182691512279788
1496,S02,1,57,0.0,1,,1.0298484734075237
1497,S02,1,58,-0.15,0,1.0,1.086829299024759
1498,S02,1,59,0.05,1,1.0,1.8771735969362051
1499,S02,1,60,0.15,1,1.0,1.3030513885257657
1500,S02,1,61,0.0,1,,1.6132510757231886
1501,S02,1,62,-0.05,1,0.0,1.0871870572643259
1502,S02,1,63,0.05,1,1.0,1.2740465532284824
1503,S02,1,64,0.5,1,1.0,1.0310784558705743
1504,S02,1,65,-0.5,1,0.0,0.7289439254758872
1505,S02,1,66,0.3,1,1.0,1.292747928075964
1506,S02,1,67,0.15,0,0.0,0.8285402535826274
1507,S02,1,68,-0.15,1,0.0,1.2863064774245687
1508,S02,1,69,0.15,0,0.0,1.1491204659777412
1509,S02,1,70,-0.05,0,1.0,1.0493489328604322
1510,S02,1,71,0.0,1,,1.0040252084350625
1511,S02,1,72,0.3,1,1.0,0.719786206140139
1512,S02,1,73,0.15,0,0.0,0.8203919310310054
1513,S02,1,74,0.5,1,1.0,0.8564783723253395
1514,S02,1,75,-0.05,1,0.0,0.8975491470710513
1515,S02,1,76,-0.3,1,0.0,1.0251819255136576
1516,S02,1,77,0.05,1,1.0,1.1808588694677429
1517,S02,1,78,0.05,1,1.0,3.036961362333408
1518,S02,1,79,-0.3,1,0.0,0.8608675391336397
1519,S02,1,80,0.15,0,0.0,0.5943256934962557
1520,S02,1,81,0.15,1,1.0,1.8781957230974187
1521,S02,1,82,0.15,1,1.0,0.6138484118578763
1522,S02,1,83,-0.15,0,1.0,1.597337943237154
1523,S02,1,84,-0.5,1,0.0,0.6803225701111725
1524,S02,1,85,0.3,1,1.0,0.8158398063907453
1525,S02,1,86,-0.05,1,0.0,1.6097878222308046
1526,S02,1,87,-0.15,0,1.0,1.1838675936084238
1527,S02,1,88,0.5,1,1.0,0.5874811334109361
1528,S02,1,89,-0.15,0,1.0,0.6895898464773345
1529,S02,1,90,-0.05,1,0.0,1.1804416839237555
1530,S02,1,91,0.3,0,0.0,0.7097050073062912
1531,S02,1,92,-0.15,0,1.0,1.2009082339099304
1532,S02,1,93,-0.3,1,0.0,1.1577620249278036
1533,S02,1,94,-0.05,1,0.0,0.8613839981713073
1534,S02,1,95,0.15,0,0.0,0.8857858333786636
1535,S02,1,96,-0.15,0,1.0,1.1422159116337287
1536,S02,1,97,-0.05,1,0.0,0.8512413649926796
1537,S02,1,98,-0.3,1,0.0,0.9882074206870709
1538,S02,1,99,-0.15,0,1.0,2.093274110673996
1539,S02,1,100,-0.15,0,1.0,1.1586820943141225
1540,S02,1,101,0.05,1,1.0,0.9649923579934404
1541,S02,1,102,0.0,1,,2.0788454662894633
1542,S02,1,103,0.5,1,1.0,1.1196876558503714
1543,S02,1,104,-0.05,0,1.0,0.7974376141830388
1544,S02,1,105,-0.5,0,1.0,0.6794503000367497
1545,S02,1,106,0.15,1,1.0,0.6313884941480494
